business_id,categories,name,address,city,state,postal_code,stars,review_count,is_open,TypeCuisine
9YiIVnH_QokhOCqho28CPg,"Food, Fast Food, Burgers, Restaurants, Coffee & Tea",McDonald's,7051 South Blvd,Charlotte,NC,28210,1.5,11,1,American
wmZUubpFZvgi_jtlDD-yRg,"Soul Food, American (Traditional), Restaurants",Chicken Box,3726 N Tryon St,Charlotte,NC,28206,3.0,7,0,American
wkZ6P5fDw0G_iFRU-hzBhQ,"Sandwiches, Tacos, Italian, Beer, Wine & Spirits, Mexican, Bars, Nightlife, Restaurants, Food, Pizza",The Pizza Peel,4422 Colwick Rd,Charlotte,NC,28211,4.0,151,1,Mexican
5lVrzwXAgnbOlczfdWpgJA,"Restaurants, Mexican, Latin American",Fonda La Taquiza,5135 Albemarle Rd,Charlotte,NC,28205,4.0,37,1,LatinAmerican
FAtMpWfFsFsq8htZCuCSgQ,"Latin American, Restaurants",Caribbean Delights,8625 D Monroe Rd,Charlotte,NC,28212,4.5,5,0,LatinAmerican
9jnhErNXJ0fvDJAgiUMnTA,"Restaurants, Buffets",Golden Corral,9430 S Blvd,Charlotte,NC,28273,2.0,30,1,American
dFuesggbkAFUUnKcihT3vA,"Nightlife, Pizza, Restaurants, Sports Bars, Burgers, American (Traditional), Bars, American (New)",Bikinis Sports Bar & Grill,520 University Center Blvd,Charlotte,NC,28262,2.5,31,0,American
c_GeUPI0qjilmWp8QNK-oQ,"Coffee & Tea, Food, Cafes, Restaurants, Specialty Food, Grocery, Sandwiches",Dean & DeLuca - Tryon Cafe,201 S Tryon,Charlotte,NC,28202,3.5,76,0,American
nh1StiltxvClOOkaSLuOEg,"Restaurants, Steakhouses",Omaha Steak House,4800 S Tryon St,Charlotte,NC,28217,3.0,28,0,American
3qUM5BxoyZ6BayMmhWJAXg,"Bars, Sports Bars, American (Traditional), Nightlife, Restaurants",Fox and Hound Smokehouse & Tavern,330 N Tryon St,Charlotte,NC,28202,3.0,42,0,American
Zsz_dLOEwihJHvMTK9a8Vg,"Seafood, Bars, Ethiopian, Restaurants, Nightlife",Red Sea Restaurant & Bar,4301 Monroe Rd,Charlotte,NC,28205,4.5,78,1,African
mkAb0midYXqRLFJI1CHLWA,"Steakhouses, Barbeque, Restaurants, Fast Food, Event Planning & Services, Southern, Caterers",Shane's Rib Shack,"9330 Center Lake Dr, Ste 100",Charlotte,NC,28216,4.0,58,1,American
qs-o8DFpkPNoUSfy5IPIFg,"Restaurants, Chicken Wings, Fast Food, Event Planning & Services, Caterers",Chick-fil-A,8411 Northlake Commons Blvd,Charlotte,NC,28216,3.5,31,1,American
bKKVa2WXYnMTtiUPd3sV7Q,"Restaurants, Tex-Mex, Mexican",Superica,101 W Worthington Ave,Charlotte,NC,28203,4.0,227,1,Mexican
yVPiqeEWOzJuskp5G-twRw,"Chinese, Restaurants, Fast Food",Manchu Wok,5501 Josh Birmingham Pkwy,Charlotte,NC,28208,1.0,14,0,Chinese
JWOYA3FC2RlHl7v2bLzD5A,"Ethnic Food, Grocery, Specialty Food, Butcher, Meat Shops, Food, Halal, Restaurants",Holy Joes Meats & More,"10210 Berkeley Place Dr, Unit 120",Charlotte,NC,28262,3.5,13,1,American
J5_fv_596MBv04PGmtRgYw,"Cocktail Bars, Tapas/Small Plates, Bars, Nightlife, Lounges, Restaurants, Asian Fusion",Reign Restaurant & Lounge,505 East 6th St,Charlotte,NC,28202,5.0,5,0,Asian
QavyoOrDgrpZmn_WmXHFNw,"Hotels & Travel, American (New), Gas Stations, Restaurants, Convenience Stores, Food, Automotive",Kangaroo Express,8505 S Tryon St,Charlotte,NC,28273,3.5,4,0,American
Ff3FKbwZ-fCT74G1F3_j1g,"Restaurants, Vegetarian, Sandwiches, American (New), Food, Salad",Crunch Bistro,"Southpark Mall, 4400 Sharon Rd",Charlotte,NC,28211,4.5,41,0,American
gfvjmYS2BtjXs7K0aN1SYw,"Chicken Wings, Greek, Breakfast & Brunch, Salad, Restaurants, Sandwiches",Mr Geero,2910 Mt Holly Huntersville Rd,Charlotte,NC,28214,4.0,32,0,Greek
tNPWi75s0o20rNERLg6R_Q,"Pakistani, Vegan, Restaurants, Breakfast & Brunch, Vegetarian, Indian, Buffets",Bombay Cuisine,230 E WT Harris Blvd,Charlotte,NC,28262,4.0,8,0,Indian
qcWaROXNmCd3JmOb7H78vg,"Mexican, Latin American, Nightlife, Dance Clubs, Restaurants",Latorre's Restaurant,118 W 5th St,Charlotte,NC,28202,4.0,10,0,LatinAmerican
Mj5IOoLsRwZ6wm8xH95kAg,"Restaurants, Seafood, American (New)",Long John Silver's,6320 W Sugar Creek Rd,Charlotte,NC,28269,2.0,6,0,American
5HgSU7RMELtmIHB6JQWRqA,"American (New), Southern, Breakfast & Brunch, Restaurants",Community Table Bistro,5301 Wilkinson Blvd,Charlotte,NC,28208,4.0,8,1,American
UAU1aSlqgrZwZ847npH37w,"Restaurants, American (Traditional), American (New)",Tavern On The Tracks,1411 S Tryon St,Charlotte,NC,28203,3.0,183,1,American
3OKwP3ylofhDJDtWJQu5GQ,"Restaurants, Mediterranean",Kabob Grill,7828 Rea Rd,Charlotte,NC,28277,3.5,87,0,Mediterranean
krM91L2J4x0Wv3RzEwcEbA,"Restaurants, Diners, Southern",Tryon House Restaurant,215 E Exmore St,Charlotte,NC,28217,4.0,92,1,American
eFMqG_kgSrAjiaR-xahTfA,"Hot Dogs, Burgers, Fast Food, Restaurants",McDonald's,Arboretum Shopping Ctr,Charlotte,NC,28202,1.0,4,0,American
KLVE030wJLPvW9aZ8tv1RQ,"Restaurants, Bagels, Food",Einstein Bros Bagels,1501 South Blvd,Charlotte,NC,28203,3.0,89,1,American
FCzezfDt-WtSix--9pLjhg,"American (Traditional), Restaurants",Barefooters Neighborhood Grille,8470 Bellhaven Blvd,Charlotte,NC,28214,2.0,3,0,American
9tn0zETs3sHA0oR0H2zukQ,"Restaurants, American (Traditional)",Harper's ToGoGo,6530 Fairview Rd,Charlotte,NC,28210,4.0,3,0,American
rrExJZcQaLa8Omd-NSjtcg,"Cantonese, Restaurants, Chinese",Hop Feng Kitchen,"2504 Little Rock Rd, Ste C",Charlotte,NC,28214,4.0,20,1,Chinese
JZs2T3Ykzqw7QoAKgyISkg,"American (Traditional), Restaurants, Pizza, Food, Do-It-Yourself Food",Papa Murphy's,"16015 Lancaster Highway, Suite C",Charlotte,NC,28277,4.0,19,1,American
KU7eFCdA47v6zeKF3a7j6A,"Restaurants, Southern",New South Kitchen & Bar,"8140 Providence Rd, Ste 300",Charlotte,NC,28277,4.0,169,1,American
SVh3dQ62oXkL6MHPjQh8Tw,"Restaurants, Nightlife, Seafood, Bars, Sports Bars",Vinnie's Sardine Grill & Raw Bar,1714 S Blvd,Charlotte,NC,28203,3.0,43,0,American
10c6sIFdsH3g51VooGRwAA,"Bars, Restaurants, Nightlife, American (New), Pubs",Blackfinn Ameripub,"14825 Ballantyne Village Way, Ste 100",Charlotte,NC,28277,3.0,92,1,American
MTCyh5VqkKp1LIvfeI-TTg,"Bistros, Restaurants, Nightlife, Breakfast & Brunch, Wine Bars, American (New), Bars",Wooden Vine Wine Bar & Bistro,231 N Tryon St,Charlotte,NC,28202,3.5,151,1,American
5G0cEcOxAwoPOhGV_B5VlA,"Chinese, Restaurants",China Jade,"5600 Albemarle Rd, Ste 800",Charlotte,NC,28212,2.5,13,1,Chinese
xSs1Z1OrWC_KmhY0SPKJ1Q,"Japanese, Desserts, Restaurants, Chicken Wings, Food, Noodles, Sushi Bars",Shiki Japanese Restaurant,"1848 Galleria Blvd, Ste K",Charlotte,NC,28270,3.5,91,1,Japanese
7Nz4kTghhicjsR23GYMlLg,"Chinese, Restaurants",Jade Dragon,"7741 Colony Rd, Ste A4",Charlotte,NC,28226,4.0,64,1,Chinese
XFFVjs-maXVezjQF6KoKjg,"Barbeque, Restaurants",Hillbilly's BBQ & Steaks,838 Tyvola Rd,Charlotte,NC,28217,3.0,11,0,American
JpxjQWZbmjWlgAeMSVNGBA,"Food, Restaurants, Mexican",San Antonio's Modern Mexican,4331 Barclay Downs Dr,Charlotte,NC,28211,2.5,37,0,Mexican
H9a6IRS0edhW343Y2kXSSA,"Restaurants, Burgers, Gastropubs",The Liberty,1812 South Blvd,Charlotte,NC,28203,3.5,385,0,American
UFVy-8WC7pDzvBUzOvdwzA,"Restaurants, Mexican",1900 Mexican Grill,1523 Elizabeth Ave,Charlotte,NC,28204,3.0,150,1,Mexican
mOMeDQB8NjdBTTzKtikAYg,"Chicken Wings, Southern, Restaurants, Mexican, Tex-Mex",The Roasting Company,1521 Montford Dr,Charlotte,NC,28209,4.0,298,1,Mexican
NI3xvN6p0qhvUkKirbKokA,"Breakfast & Brunch, American (Traditional), Kosher, Restaurants, Creperies",Original Pancake House,4736 Sharon Rd,Charlotte,NC,28210,4.0,235,1,American
odtLH4HI7i0TSbybja6qrQ,"Chinese, Restaurants",Chin Chin,"6404 Albemarle Rd, Ste A",Charlotte,NC,28212,2.5,24,1,Chinese
Ooy7Mf6uu2oCiHFokplmwA,"Sandwiches, Restaurants",Which Wich,11318 N Community House Rd,Charlotte,NC,28277,3.5,34,1,American
CcK-g4IrT8E0ywMJFb63TA,"Salad, Sandwiches, Delis, Restaurants, American (Traditional)",McAlister's Deli,2706 W Mallard Creek Church Rd,Charlotte,NC,28262,3.5,45,1,American
wuTVGJ4rHBjj35fOqaZqHg,"Delis, Salad, Breakfast & Brunch, Southern, Sandwiches, Soul Food, Restaurants, American (Traditional)",Niki's Food Shop,2200 Beatties Ford Rd,Charlotte,NC,28216,3.5,14,1,American
8GC_bLQu_ui9a_Wtb335Jw,"Chinese, Restaurants",Tops China Restaurant,"2127 Beatties Ford Rd, Ste A",Charlotte,NC,28216,3.0,6,1,Chinese
8YyBAyA3TKpaVxy99FRWjA,"Mexican, Restaurants",Taqueria Express,6927 Albemarle Rd,Charlotte,NC,28227,3.5,26,1,Mexican
c2EJuIDUGuyNUrRSqGEdtQ,"Restaurants, Asian Fusion",Fu Lin Asian Cuisine,5301 E Independence Blvd,Charlotte,NC,28212,4.0,54,0,Asian
I8DIq321Tkm-wi9z5gTv9A,"Bars, Nightlife, American (Traditional), Sports Bars, Beer, Wine & Spirits, Food, Gastropubs, Chicken Wings, Cocktail Bars, Cheesesteaks, Restaurants",Duckworth's Grill & Taphouse,330 N Tryon St,Charlotte,NC,28202,3.5,309,1,American
OMlvHQ6ywnJJ6h_5gTnqAA,"Restaurants, Breakfast & Brunch, American (Traditional), Burgers",Shoney's Restaurants,8531 N Tryon St,Charlotte,NC,28262,2.0,26,1,American
L2VXZ7_Ohzp7pr1otj7WoQ,"Restaurants, Italian",Coco Osteria,"214 N Tryon St, Suite 3",Charlotte,NC,28202,3.5,35,0,Italian
M4mNS2LZPjpzQyiJgL8znw,"Restaurants, Bars, Nightlife, Italian, Wine Bars, Cocktail Bars",Aroojis Wine Room,"5349 Ballantyne Commons Pkwy, Ste 200",Charlotte,NC,28277,3.5,63,1,Italian
nUerwdq4cj98wwt-5pP-ow,"Latin American, Arabian, Colombian, Restaurants, Cuban",Las Palmas Columbian & Cuban Cuisine,"5033 South Blvd, Ste G",Charlotte,NC,28217,3.0,17,0,Caribbean
f29HwpckASrGkxKnB00XTA,"Restaurants, Sushi Bars",Sushi Guru,1217 The Plaza,Charlotte,NC,28205,3.5,56,1,American
wtazPNyIbsRMHmrpEYbqZA,"Bakeries, Food, Caribbean, Restaurants",Golden Krust Caribbean Bakery & Grill,"440 E McCullough Dr, Ste 126",Charlotte,NC,28262,3.0,44,1,Caribbean
Daasejc2-RV-MxEKpPjXtA,"Nightlife, Pubs, American (New), Restaurants, Bars",Brazwells Premium Pub,1627 Montford Dr,Charlotte,NC,28209,3.5,144,1,American
3dK3PIfmu09FFGi21QYPaA,"American (Traditional), Restaurants, Chicken Wings, Nightlife, Bars, Sports Bars",Hickory Tavern,13545 Steelcroft Pkwy,Charlotte,NC,28278,3.0,108,1,American
K-DB2drKSa7lssT3t0jfPw,"Desserts, Sandwiches, Breakfast & Brunch, Food, Restaurants, Bakeries, Coffee & Tea",Sunflour Baking Company,"14021 Conlan Cir, Ste B 9",Charlotte,NC,28277,4.0,34,1,American
Jo6EcTFYMMFbbdmkSPG5ug,"Beer, Wine & Spirits, Japanese, Food, Bubble Tea, Restaurants",Fuji Hibachi & Teriyaki Grill,"210 E Trade St, Ste C-248",Charlotte,NC,28202,3.0,50,1,Japanese
kPdOOry5KnxX1KAow3rMWA,"Diners, Breakfast & Brunch, Restaurants",Queen City Diner,116 W 5th St,Charlotte,NC,28202,2.5,23,0,American
DlKuPBPEvU2ynAYzZkmH2Q,"Restaurants, Korean, Barbeque",Cho Won Garden,2501 Crownpoint Executive Dr,Charlotte,NC,28227,3.0,67,0,Korean
fjJa1py5jnLAUJDOrHhu8Q,"Restaurants, Mexican",La Paz Cantina & Restaurante,"1910 South Blvd, Ste 100",Charlotte,NC,28203,2.5,23,0,Mexican
vcVgncax_tbfhMckX1m36w,"Restaurants, Food, Sushi Bars, Japanese, Poke",King Fish Poke,"350 E McCullough Dr, Ste 110",Charlotte,NC,28262,4.5,92,1,Japanese
42DvUONuqa1mC1YbnZ0o0w,"Restaurants, Mexican, Fast Food",Taco Bell,13121 S Tryon St,Charlotte,NC,28278,2.0,19,1,Mexican
q9ugnXqUutldixx2zGUVag,"Japanese, Fast Food, Restaurants",Niyoshi II Japanese Express Restaurant,3625 Mount Holly Huntersville Rd,Charlotte,NC,28216,3.5,27,1,Japanese
#NAME?,"Breakfast & Brunch, Restaurants, American (Traditional), Southern",The Boardroom Restaurant,"128 S Tryon St, Ste 150",Charlotte,NC,28202,4.0,16,0,American
nqHZia9GEkcPobU87hBwzg,"Pizza, Chicken Wings, Italian, Restaurants",Pizza Hut,"15105 John J Delaney Dr, Ste 1",Charlotte,NC,28277,1.5,20,1,Italian
l3jXlEDlVfKj_ECpU7tobA,"Beer, Wine & Spirits, Sports Bars, Food, Nightlife, Breakfast & Brunch, Bars, Gastropubs, Restaurants, American (New)",Draught,601 S Cedar St,Charlotte,NC,28202,3.5,248,1,American
ATMiPNPxN-g1ra7nar5prA,"Wine Bars, Nightlife, Steakhouses, Restaurants, Bars, Seafood, Salad",Fleming's Prime Steakhouse & Wine Bar - Charlotte,210 E Trade St,Charlotte,NC,28202,3.5,243,1,American
#NAME?,"Nightlife, Tapas Bars, Cocktail Bars, Ramen, Teppanyaki, Japanese, Tapas/Small Plates, Bars, Asian Fusion, Restaurants, Sushi Bars, Gastropubs, Izakaya",Yama Izakaya,1324 Central Ave,Charlotte,NC,28205,4.0,230,1,Asian
m_JrQBdsGWC22IKitUUAAw,"Nightlife, Restaurants, Bars, Indian",Bawarchi Indian Grill and Bar,10099 Weddington Rd Ext,Charlotte,NC,28027,3.5,28,1,Indian
9KR010S2MquncfcaRj1pCQ,"Restaurants, Food, Shopping Centers, Imported Food, Ethnic Food, Specialty Food, Shopping, Farmers Market",Atherton Mill,2000-2104 South Blvd,Charlotte,NC,28203,4.0,67,1,American
6nnI3DfHn-DTd6tWnZu7Jg,"Tex-Mex, Mexican, Restaurants, Fast Food",Taco Bell,8812 Albemarle Rd.,Charlotte,NC,28227,2.0,9,1,Mexican
j1xqz2w3wjVpvxYJi3t5IQ,"Restaurants, Italian",Ciro's Italian Restaurant,8927 J M Keynes Dr,Charlotte,NC,28262,4.0,94,1,Italian
y0TTPR0K5iB4oMkgVUH1ig,"Restaurants, Pizza",Pizza Fusion,"1055 Metropolitan Ave, Ste 130",Charlotte,NC,28204,3.5,44,0,American
PoQb6so_yIXs35jZV-k9oQ,"Restaurants, Coffee & Tea, Food, Cafes",Trade And Lore,3306 N Davidson St,Charlotte,NC,28205,4.5,82,1,American
3f8MM0antF98zPbqcteYNg,"Music Venues, Cafes, Restaurants, Bars, Arts & Entertainment, Food, Pubs, Shaved Ice, Internet Cafes, Nightlife, Coffee & Tea",Eagle Speak Coffee House & Bar,3907 South Blvd,Charlotte,NC,28209,4.0,9,0,American
NVtejin_G1SUXc9g9Ii-wQ,"Burgers, Salad, Restaurants, American (New), Sandwiches",Showmars Emerywood,1317 Emerywood Dr,Charlotte,NC,28210,2.5,19,1,American
pzy9xWQqsDxVU6j9MktRJg,"Mexican, Restaurants",Azteca Mexican Restaurant,116 E Woodlawn Rd,Charlotte,NC,28217,3.5,287,1,Mexican
Wbxyj-CoBXXvqQ0lpcDXGQ,"Fast Food, Restaurants, Coffee & Tea, Burgers, Food",McDonald's,7721 Pineville Matthews Rd,Charlotte,NC,28226,2.0,23,1,American
bgCHcGeOBNQxDT95XvzNFQ,"Italian, Restaurants",Villa Antonio,"14825 Ballantyne Village Way, Ste 100",Charlotte,NC,28277,3.5,73,0,Italian
AFCR8dsLHXBxbAg_rXXpgw,"Coffee & Tea, Food, Restaurants, Fast Food, Burgers",McDonald's,5800 E Wt Harris Blvd,Charlotte,NC,28215,2.0,6,1,American
TcGmeeNvbcvnQVmVmlWxlA,"Chinese, Fast Food, Restaurants",China Go Go,7010 Smith Corners Blvd,Charlotte,NC,28269,3.5,19,1,Chinese
8Oc8YMgnpc6vhe1hWAKY-Q,"Middle Eastern, Mediterranean, Restaurants",Jerusalem Restaurant,3145 N Sharon Amity Rd,Charlotte,NC,28205,3.0,5,0,Mediterranean
6E0D-5wVjDJZQF8iA6k3ig,"Chicken Wings, Cafes, Sandwiches, Chicken Shop, Salad, Delis, Food, Specialty Food, Southern, Restaurants, American (Traditional)",Chicken Salad Chick of Charlotte - Pineville Matthews,7617 C Pineville-matthews Rd,Charlotte,NC,28226,4.0,66,1,American
y3Wxd_BP3wI3i5HFG6FRnA,"Cocktail Bars, Event Planning & Services, Restaurants, American (New), Venues & Event Spaces, Nightlife, Breakfast & Brunch, Lounges, Bars",Nest Restaurant & Lounge,505 E 6th St,Charlotte,NC,28202,3.0,27,0,American
vUhxuFgKCZn6cTZePbhd6g,"Coffee & Tea, Food, Restaurants",Starbucks,1401 East Boulevard,Charlotte,NC,28203,3.5,103,1,American
WizGXNkcaRahwTExF90KYw,"Barbeque, Restaurants, Burgers, Chicken Wings",Elwoods Barbecue & Burger Bar,16139 Lancaster Hwy,Charlotte,NC,28277,3.5,97,0,American
WCqcYtJ4rUxA4bIzjOfzqg,"Breakfast & Brunch, Pizza, Nightlife, Restaurants, Italian, Bars",Vapiano,201 S Tryon St,Charlotte,NC,28202,3.5,433,1,Italian
n3ry8GxT_Atov6GAIzRGKQ,"Restaurants, Fast Food, Chicken Shop, Chicken Wings, Breakfast & Brunch",Bojangles' Famous Chicken 'n Biscuits,7047 South Blvd,Charlotte,NC,28217,1.5,10,1,American
jP7zIbDXor7fQ8phrU6LQQ,"Italian, Chicken Wings, Pizza, Restaurants",Pizza Hut,901 S Kings Dr,Charlotte,NC,28204,1.5,32,1,Italian
_5p2MuUnX7aYIh0c1WHg1w,"Steakhouses, Restaurants",Texas Ranch Steak House,1310 W Sugar Creek Rd,Charlotte,NC,28262,3.5,23,1,American
ie8F4cL15JQi8cZVY78xRA,"Asian Fusion, Restaurants, Sushi Bars",Emzy Sushi Bar & Asian Kitchen,"550 S Tryon St, Ste 160",Charlotte,NC,28202,3.0,137,1,Asian
EX60HoNJRs3ALidmEGDgWA,"Delis, Restaurants, Sandwiches, Fast Food",Jimmy John's,350 E McCullough Dr,Charlotte,NC,28263,4.0,35,1,American
yxLVwItd1Wnhy6SeUUcNYA,"Bars, Comfort Food, Nightlife, Food, Gluten-Free, Beer, Wine & Spirits, American (Traditional), Burgers, Sports Bars, Restaurants",The Lodge: A Sportsman's Grill,7725 Colony Rd,Charlotte,NC,28226,3.5,95,1,American
aPvvjVN_JrK0fcyixNOfcw,"Italian, Pizza, Food, Restaurants, Food Delivery Services",Papa John's Pizza,11518 Providence Rd,Charlotte,NC,28105,3.0,5,1,Italian
_n5gPknmF6_WBrFngFb21w,"Food, Seafood, Restaurants, Barbeque, Indian, Desserts",Amaravati Grill,8145 Ardrey Kell Rd,Charlotte,NC,28277,3.0,36,1,Indian
nMo0ozHO7cqsPaxw_7N6ow,"Dim Sum, Restaurants, Chinese",Dim Sum Chinese Restaurant,2920 Central Ave,Charlotte,NC,28205,3.0,203,1,Chinese
vBNM4NEBuO66Hk5yO797eA,"American (Traditional), Restaurants",Lupie's Cafe,2718 Monroe Rd,Charlotte,NC,28205,4.0,220,1,American
XSCYYvstSpCVW8wC7rJT7w,"Restaurants, Chicken Wings, Barbeque, Caribbean, Seafood, Salad",Anntony's Caribbean Cafe,6434 W Sugar Creek Rd,Charlotte,NC,28269,3.5,119,1,Caribbean
n2WtavwwYZyOr0ImiImquQ,"Fast Food, Restaurants",Jack in the Box,220 N Hoskins Rd,Charlotte,NC,28216,2.5,15,1,American
1bXC3NewRsBL1gecvGXA-g,"Sports Bars, Nightlife, Restaurants, Breakfast & Brunch, Burgers, Bars, American (Traditional)",Jackalope Jacks,1936 E 7th St,Charlotte,NC,28204,3.5,154,0,American
uMbSCjf6D9-rZOOXQyz9LA,"Beer, Wine & Spirits, Coffee & Tea, Desserts, Food, Creperies, Bakeries, Restaurants",Crema Espresso Bar and Cafe,"1235 E Blvd, Ste B",Charlotte,NC,28203,4.5,49,1,American
VY6TmD3FE2rxtK5fNaoGcA,"American (Traditional), Restaurants",Carolina Soda Shoppe,4121 Park Rd,Charlotte,NC,28209,3.5,15,0,American
zRr45TrTgq8XAKwvjM0W_Q,"Chinese, Restaurants",Vanloi Chinese Barbecue Restaurant,"3101 Central Ave, Ste 1",Charlotte,NC,28205,4.0,5,1,Chinese
SHgzYAiaEHJaWDMBgsSJbw,"Fast Food, Chicken Shop, Breakfast & Brunch, Restaurants",Bojangles' Famous Chicken 'n Biscuits,8521 N Tryon St,Charlotte,NC,28262,3.0,34,1,American
OgM-BL1BrQ-F5d433wVUmA,"Pizza, Restaurants",Little Caesars Pizza,"228 Eastway Dr, Unit 9",Charlotte,NC,28212,2.0,4,1,American
9_SM4w8LoVrPT98KPaJrYQ,"Fast Food, Restaurants, Food, Food Trucks, Breakfast & Brunch, Burgers",The Cookin Coop,,Charlotte,NC,28105,4.5,6,1,American
G75gMavLP3CtShvZZBpb_Q,"Restaurants, Caribbean",Anntony's Caribbean Cafe,2001 E 7th St,Charlotte,NC,28204,3.0,54,1,Caribbean
RnLge-oEcXEicbmnw0036g,"Food, Restaurants, Bakeries",Just Fresh A Bakery Cafe,101 S Tryon St,Charlotte,NC,28255,3.5,4,1,American
10tJuB_YkVQWuk4PtoI7iA,"Restaurants, Cafes, Pizza",Intermezzo Pizzeria and Cafe,1427 E 10th St,Charlotte,NC,28204,4.0,277,1,American
GIIyJ3BjG2P4FNxBou2WPg,"Restaurants, Diners",Brooklyn Diner,6800 S Blvd,Charlotte,NC,28217,1.0,5,0,American
iXXTFcJgOKJbHgdizC26vw,"Sandwiches, Restaurants, Fast Food",Subway,13855 Conlan Cir,Charlotte,NC,28277,2.0,17,1,American
RAh9WCQAuocM7hYM5_6tnw,"Sushi Bars, Restaurants, Asian Fusion, Burgers",The Cowfish Sushi Burger Bar,"4310 Sharon Rd, Ste X05",Charlotte,NC,28211,4.0,1572,1,Asian
G1t9MT6-sJvrsG-RWLgCkg,"Food, Restaurants, Sandwiches, Pizza",Donatos,2112 Park Rd,Charlotte,NC,28203,2.5,4,0,American
IvTpZowBC7_4N5xTXsaQpA,"Sandwiches, Restaurants, Pizza, Fast Food, Chicken Wings",Domino's,8510 Park Rd,Charlotte,NC,28210,3.0,13,1,American
sAXy1yJRLllTm5WrJbJGAA,"Bars, Nightlife, Seafood, Restaurants, Cocktail Bars, Wine Bars, Steakhouses",Del Frisco's Double Eagle Steakhouse,"4725 Piedmont Row Dr, Ste 170",Charlotte,NC,28210,4.0,337,1,American
gJenWbGw43v7yZmGzZt_6g,"Restaurants, Fast Food, American (New), Burgers",Five Guys,210 E Trade St,Charlotte,NC,28204,3.0,41,1,American
7HbKKqXtZUjf6uVSHZ8wyw,"Korean, Buffets, Barbeque, Restaurants",Let's Meat Kbbq,"1400 S Church St, Ste B",Charlotte,NC,28203,4.5,171,1,Korean
WBV7728-QB5IyVQPAS-nbw,"Fast Food, Restaurants, Delis, Sandwiches",Jersey Mike's Subs,4724 Sharon Corners Shops,Charlotte,NC,28210,3.5,3,1,American
iYT30UPGmLdmTRaAKz0Vvw,"Sandwiches, Vietnamese, Noodles, Restaurants",Be's Noodles & Banh Mi,11318 N Community House Rd,Charlotte,NC,28277,4.5,193,1,Vietnamese
jRxLnJ9my31Re_O2MvQGhw,"Thai, Caribbean, Restaurants, Indian, Fast Food, Mexican, Sandwiches, Italian",The Tasty Bowl Subs N Such,"2900 Westinghouse Blvd, Ste 116",Charlotte,NC,28273,5.0,86,1,Italian
ZA4TMCw5FOT8u1BmIltvgg,"Restaurants, American (Traditional), American (New), Nightlife, Bars",Recess Charlotte,832 Seigle Ave,Charlotte,NC,28204,3.0,29,1,American
NBy3LuucJBPpo49vC2Aq_g,"Sandwiches, Pizza, Restaurants",Bellacino's Pizza and Grinders,8124 S Tryon St,Charlotte,NC,28273,2.5,4,0,American
wzcdJKY0DoNKjTHAsynIDQ,"Chicken Wings, Fast Food, Chicken Shop, Restaurants",KFC,6320 W Sugar Creek Rd,Charlotte,NC,28269,2.0,10,1,American
ne7lSA6lAOMYYs43kNTtPQ,"Pubs, Nightlife, Restaurants, Bars, American (New)",Ink N Ivy CLT,222 S Church St,Charlotte,NC,28202,3.0,392,1,American
oltWoU-oOzz7MZQ94Mn8vg,"Pizza, Restaurants, Sandwiches, Salad",Revolution Pizza,"1055 Metropolitan Ave, Ste 130",Charlotte,NC,28204,3.0,9,0,American
oAMTQB42vLuJS5LVGXiR9A,"American (New), Restaurants",Providence Cafe,110 Perrin Pl,Charlotte,NC,28207,3.0,27,0,American
Ggh9JwuIwPBiMmx16kAiug,"Restaurants, Sushi Bars",Sushi Guru,6601 Morrison Blvd,Charlotte,NC,28211,4.0,155,1,American
7JSOssAyZ83aYgohoTUc8w,"Pizza, Buffets, Restaurants, Italian",Pizza Up,"127 N Tryon St, Ste 259",Charlotte,NC,28202,4.5,3,0,Italian
oCI38JuE_ZyNTCIQkaK03g,"Bars, Restaurants, Pubs, Nightlife, American (New)",Friar Tuck Pub,3130 Driwood Ct B,Charlotte,NC,28269,3.0,10,0,American
c4KXpCou6HBOgfKp2z2_hw,"American (New), Southern, Breakfast & Brunch, Comfort Food, Cafes, Restaurants",Terrace  - Ballantyne,"14815 Ballantyne Village Way, Ste 150",Charlotte,NC,28277,3.5,378,1,American
pPbkSv9GCoNbGg9BiVP8Ag,"Restaurants, Event Planning & Services, Caterers, Cajun/Creole",Bite Your Tongue,8850 Arbor Creek Dr,Charlotte,NC,28078,4.0,41,0,American
0E4I4sEa7l89AdnDF-wjLg,"Bagels, Food, Salad, Breakfast & Brunch, Coffee & Tea, Soup, Sandwiches, Delis, Restaurants",Panera Bread,601 Providence Rd,Charlotte,NC,28207,3.0,38,1,American
mC39IrCp36QIVFRZIw9PTQ,"Barbeque, Restaurants, Chicken Wings, Korean, Asian Fusion",Seoul Food Meat Company,"1400 S Church St, Ste A",Charlotte,NC,28203,4.0,830,1,Asian
9mmE-8QES9UHgn9jpUi8oQ,"Food, Restaurants, Food Trucks, Local Flavor, Yelp Events, Food Stands",Smax Flatbread Grill,,Charlotte,NC,28134,4.5,7,0,American
SySedNNHZmfLGwn1GuHghQ,"Restaurants, Sandwiches, Food, Coffee & Tea",Waterbean Coffee,"1111 Metropolitan Ave, Ste 160",Charlotte,NC,28204,4.0,5,1,American
